GNDVI_max,GNDVI_mean,GNDVI_min,GNDVI_std,NDRE_max,NDRE_mean,NDRE_min,NDRE_std,NDVI_max,NDVI_mean,NDVI_min,NDVI_std,NDWI_max,NDWI_mean,NDWI_min,NDWI_std,SAVI_max,SAVI_mean,SAVI_min,SAVI_std,area_NDRE_0_3,area_NDVI_0_4,area_NDVI_0_6,area_NDWI_0_05,date
0.8873038516405135,0,0.1641476274165202,0.10056823246884436,0.8070265638389031,0,0.09913930506853681,0.1286296607490085,0.9511559752523608,0,0.10880482089052561,0.15466815668028783,0.5606162089752177,0,-0.30894451251531596,0.15567057284820912,1.4266178266178267,0,0.1631935726839066,0.231980193900764,7.793271867815685,7.888482990248464,7.175935007938368,7.621995429270875,2024-01-23
0.8958864215507827,0,0.17898710286253539,0.10179253118033223,0.8118609406952966,0,0.08021732182806009,0.13004212853926023,0.9551155115511551,0,0.17035110533159947,0.15647233077920714,0.5573889130120133,0,-0.30169349780472504,0.15647145146566782,1.43255506971372,0,0.2554851292052657,0.23468611352198002,7.7964162132909465,7.8871480831181575,7.1968638047166404,7.61651618958543,2024-01-23
0.9032613833307074,0,0.18785310734463276,0.09391447300348689,0.8186968838526912,0,0.02933124755572937,0.11975540635933556,0.9577335375191425,0,0.1194675540765391,0.14714608203940677,0.5229733684518584,0,-0.3659237958303379,0.14270949813544684,1.4364903146772834,0,0.17918642375842275,0.22069570471370964,7.463181716092216,7.974587235554472,5.771220134319468,7.098476253165419,2024-01-28
0.9134341770256102,0,0.1988582302568982,0.09563357993468082,0.8226711560044894,0,0.03854545454545454,0.12153858960464062,0.9641362821279139,0,0.12667660208643816,0.14972138951245198,0.5286921060297116,0,-0.39336987731662754,0.1437443729240102,1.446096376540904,0,0.1900007451009612,0.22455814575210764,7.464041267781068,7.979067973273425,5.868045324706521,7.092979672468628,2024-01-28
0.8684884713919727,0,0.2383478590375142,0.06500474884900918,0.7704706640876854,0,-0.0996060776589758,0.09671359308507022,0.9273122959738846,0,0.07003686150605581,0.0969296180240983,0.4924635532493205,0,-0.4011670313639679,0.09960774791396225,1.3908171036883907,0,0.10504146373568514,0.1453860771205586,8.358472144911497,8.880313569963068,7.953024576803024,7.265443173484238,2024-03-28
1.0,0,0.17827825720900864,0.0543531978749653,0.8111171073934161,0,-0.49714285714285716,0.09021213067247534,1.0,0,-0.2413793103448276,0.1033464256691938,0.6357308584686775,0,-0.49455984174085066,0.12168633245489295,1.4986784140969163,0,-0.3605150214592275,0.15502885871616828,8.298339082685576,8.811832397656511,7.888750734832725,7.585160603930986,2024-04-17
1.0,0,0.23269611074489124,0.05459963693472293,0.8208182288969446,0,-0.5751295336787565,0.0899935498032576,1.0,0,-0.21153846153846154,0.10293620224704325,0.6357142857142857,0,-0.4675324675324675,0.12172525391439694,1.4994644769725098,0,-0.3157894736842105,0.15441372993891195,8.318424562404923,8.819070324041888,7.918152050610564,7.589185957506458,2024-04-17
1.0,0,0.0,0.07990120079023634,1.0,0,-1.0,0.135461905270693,1.0,0,-1.0,0.14234757770375436,0.7321016166281755,0,-1.0,0.1672825174600101,1.4988713318284423,0,-1.476190476190476,0.21258154095212622,6.9467671048269475,8.119197503207063,5.432273332600609,5.130804778569361,2024-05-02
1.0,0,0.0,0.08242484707450115,1.0,0,-1.0,0.13510482992487563,1.0,0,-1.0,0.14052948579348434,0.7391304347826086,0,-1.0,0.16845418473366305,1.49917718047175,0,-1.4651162790697674,0.20980763401101146,6.978515238778267,8.16167052526093,5.5044248739930675,5.125198805335574,2024-05-02
1.0,0,-1.0,0.11431392405724455,1.0,0,-1.0,0.12345979062195492,1.0,0,-1.0,0.15277418640615756,0.6280487804878049,0,-1.0,0.1635412715930695,1.4958448753462603,0,-1.4869565217391305,0.2270766387916861,2.8742768803365957,6.244824936856676,1.4225120385778385,1.619358784070901,2024-06-01
1.0,0,-0.07936507936507936,0.0740062517441395,0.7330166270783848,0,-0.45478374836173,0.08810402501857738,0.8760535448686168,0,-0.12536443148688048,0.11150123632812842,0.559748427672956,0,-0.6438356164383562,0.11785401118340989,1.3137546468401486,0,-0.18777292576419213,0.1672465013532225,3.0457771071643918,4.991369717343736,0.6150818212408925,1.502583047477424,2024-07-11
1.0,0,0.003278688524590164,0.07378552205200682,0.729073482428115,0,-0.46709470304975925,0.08795036496702448,0.8839436619718309,0,-0.11834319526627218,0.11104880886060531,0.5623556581986143,0,-0.6956920256645279,0.11813015398438147,1.3255421008166712,0,-0.17725258493353027,0.1665638288504247,3.0749350642495252,5.068554650734808,0.6311384218477735,1.4892562852730244,2024-07-11
1.0,0,-0.007462686567164179,0.07756070369795537,0.7231939163498099,0,-0.569620253164557,0.09035791128884024,0.978021978021978,0,-0.3333333333333333,0.10484079724144695,0.47814018043025674,0,-0.8014184397163121,0.10622677683867074,1.459016393442623,0,-0.49514563106796117,0.15723681785608748,1.9143129113574768,5.436808210452238,0.44861350415478873,0.5288138688937021,2024-07-26
1.0,0,-0.032679738562091505,0.07308607429172814,0.7024719101123595,0,-0.5635179153094463,0.09091142349226752,0.88,0,-0.3333333333333333,0.10554384301028459,0.47013782542113325,0,-0.780564263322884,0.10550058526257494,1.3134328358208955,0,-0.49640287769784175,0.15830246540378298,1.8206040781222788,5.334160075602689,0.43043444009528065,0.5256543350522808,2024-07-26
1.0,0,-0.43859649122807015,0.11294654878901368,0.7241777264858626,0,-0.6692913385826772,0.1438205285795108,0.9214501510574018,0,-0.5362318840579711,0.17290310033075576,0.5647816750178954,0,-0.7674418604651163,0.15365473252621697,1.3811320754716983,0,-0.7985611510791367,0.2592983367926935,3.9118711940613395,6.104463162963268,2.006760950919836,2.528083868311955,2024-08-25
1.0,0,-1.0,0.13952532666126624,0.7484562885927852,0,-1.0,0.19617609585975906,1.0,0,-1.0,0.21799834796406023,0.593486478627508,0,-1.0,0.21455402520782274,1.4883720930232558,0,-1.4867256637168142,0.32664592733598347,5.10110829930348,7.072964566496035,2.8146198607703417,3.2277117684670817,2024-09-04
1.0,0,-1.0,0.12785249692293535,0.7470810721920736,0,-1.0,0.18545737947715035,0.9500734214390602,0,-1.0,0.20581493198621387,0.5804223406354845,0,-1.0,0.20567287279445606,1.4249793521152612,0,-1.4851485148514851,0.30863906928738455,5.076561039927824,7.064907799996146,2.7745077962549844,3.2164152801922676,2024-09-04
0.8711635750421585,0,-0.3561643835616438,0.1487528966336506,0.7908087629715038,0,-0.5624161073825503,0.1949821376549963,0.9604904632152589,0,-0.4303030303030303,0.2136712853665829,0.5946488294314382,0,-0.7559880239520959,0.22741318176292055,1.4406130268199233,0,-0.6435045317220544,0.3204861760427041,6.2686324860598335,7.303041757780038,3.571049552729528,3.684343608143646,2024-09-14
0.8689573858851272,0,-0.19155354449472098,0.1445659836560705,0.7894901960784314,0,-0.4503597122302158,0.19164558572248042,0.9551906960834616,0,-0.2560386473429952,0.21000537332783392,0.5952890792291221,0,-0.6883333333333334,0.2252880387153658,1.4326635314236853,0,-0.38313253012048193,0.31499426952851733,6.285391671615124,7.310940827006626,3.5608802732695652,3.6739528908365005,2024-09-14
0.8458318800139518,0,-0.12311015118790497,0.1439536747972691,0.774273616586363,0,-0.340080971659919,0.17307160559894919,0.9329041003049814,0,-0.052873563218390804,0.19313926335609782,0.7043740573152338,0,-0.5644622578490314,0.224121614717362,1.3992376111817026,0,-0.07921928817451206,0.28969430016343384,7.129011578816519,7.382506189980718,5.056344839105462,5.019436870274201,2024-10-19
0.8506514140451223,0,-0.12984054669703873,0.1433128586384702,0.7759482505145545,0,-0.3616619452313503,0.1738858718399828,0.9345429879599797,0,-0.059665871121718374,0.19374714938470905,0.7078651685393258,0,-0.541501976284585,0.22449765489093113,1.4016956337431115,0,-0.08939213349225268,0.2906065974888198,7.13660203823084,7.389316630275745,5.113088542726376,5.008905287650854,2024-10-19
0.8756393001345895,0,-0.7185185185185186,0.16352270060920754,0.7629817260720101,0,-0.8376068376068376,0.19797724748658435,0.9637243047158404,0,-0.6935483870967742,0.23294361121676338,0.5334507042253521,0,-0.7432432432432432,0.18673980577509022,1.44544080604534,0,-1.036144578313253,0.3492982717963596,6.347876213648058,6.883896055421654,5.3427689985546305,6.229589034694382,2024-11-13
0.8824839877471456,0,-0.6827586206896552,0.16173375728302183,0.7689700130378097,0,-0.8260869565217391,0.19842880678297478,0.9620508679854662,0,-0.6694214876033058,0.23315680190729202,0.5321609250782944,0,-0.7726618705035971,0.18737821592465345,1.4429306690887072,0,-1.0,0.34961496766683814,6.351353268859717,6.891678497657572,5.365365140562802,6.220613233330103,2024-11-13
1.0,0,-1.0,0.24278560644572708,0.8216216216216217,0,-1.0,0.2730443232547335,1.0,0,-1.0,0.32346376156489787,0.5686075949367089,0,-1.0,0.2466692910173174,1.4998519103564023,0,-1.493723849372385,0.48254866833279253,6.443194123054474,6.558118927044944,5.987995162803442,7.374736422934318,2024-11-18
1.0,0,-1.0,0.2413911766394,0.8165700647800886,0,-1.0,0.27118963814231734,1.0,0,-1.0,0.32306204840087555,0.5627316040232927,0,-1.0,0.2450494598753482,1.499793587450117,0,-1.493877551020408,0.48188158382261154,6.4445836607301334,6.563525445276002,5.987784145275345,7.37752254858321,2024-11-18
1.0,0,-1.0,0.2039329139186544,0.762406015037594,0,-1.0,0.2290992182032041,0.9708632311372037,0,-1.0,0.2778399673908223,0.5230169050715214,0,-1.0,0.20282527722368218,1.4561365365800631,0,-1.494949494949495,0.4164641032750826,6.276704208145591,6.4502400710081265,5.502567529467507,5.74747768078814,2024-11-23
1.0,0,-1.0,0.21323508060224325,0.7644666296912553,0,-1.0,0.23385018869840063,0.9764504388781845,0,-1.0,0.2844309986551398,0.5286624203821656,0,-1.0,0.2076884737923848,1.4645188911484535,0,-1.4951456310679612,0.42629900529061765,6.2782870132846025,6.448676254108443,5.492641159614622,5.742035376268903,2024-11-23
1.0,0,-1.0,0.2544569355393873,0.849535080304311,0,-1.0,0.27838905329720465,1.0,0,-1.0,0.3372140668022846,0.6496168240955267,0,-1.0,0.2666096037516833,1.497584541062802,0,-1.49952,0.5040661592311296,6.328594058110378,6.639067880425068,5.995827802795773,6.2150505784593175,2024-12-03
1.0,0,-1.0,0.25600742256170256,0.8483870967741935,0,-1.0,0.2803328361607304,1.0,0,-1.0,0.3396117632032388,0.6567656765676567,0,-1.0,0.2681575607367814,1.498079385403329,0,-1.4994170229304313,0.5074837064406243,6.324978305948057,6.632519968432616,5.986176135293487,6.214005696247233,2024-12-03
1.0,0,-1.0,0.26780891120848277,0.8446726572528883,0,-1.0,0.27325754110182887,1.0,0,-1.0,0.32772774848854797,0.6520433694745621,0,-1.0,0.2633333856094372,1.4970059880239521,0,-1.4962216624685138,0.49062184654212976,6.428512832277938,6.7386751147167745,5.905513325535013,6.248836822142027,2024-12-08
1.0,0,-1.0,0.26606088024587415,0.8488156539649846,0,-1.0,0.2740288856946039,1.0,0,-1.0,0.3285598122335312,0.645414107180682,0,-1.0,0.26400178474072744,1.4975999999999998,0,-1.4960835509138382,0.49181482729809084,6.437681825100946,6.748456711045836,5.919665090731336,6.245801909609748,2024-12-08
1.0,0,-1.0,0.27061768560571103,0.8358278765201123,0,-1.0,0.2761593884397104,0.971900089206066,0,-1.0,0.33357186810590245,0.6145024047354791,0,-1.0,0.25934649463649245,1.4576875905898095,0,-1.4952978056426331,0.49907455832979897,6.842591643983012,7.107014898127956,6.122446862070303,6.4008072140017624,2024-12-13
1.0,0,-1.0,0.26018376634656987,0.7973117132494133,0,-1.0,0.26025127690494215,0.9708757231198883,0,-1.0,0.32893894500309606,0.6025513254933227,0,-1.0,0.25608985401134055,1.4561683454672385,0,-1.4953560371517027,0.49220944232762043,6.654692158735718,7.108776575683295,6.105924719470936,6.427586774668107,2024-12-13
0.8610999598554797,0,-0.7181208053691275,0.18483009368891595,0.7893820713664056,0,-0.8125,0.20858880056785967,0.9440182459050384,0,-0.7142857142857143,0.23823586376584893,0.5842293906810035,0,-0.5861538461538461,0.1825351096751195,1.4158805846377112,0,-1.0696095076400678,0.3572762636656902,6.9167528236267675,7.059015109501377,5.520790888417531,6.429225223561155,2024-12-28
0.8806306306306306,0,-1.0,0.21399233330392023,0.8005990586221652,0,-1.0,0.232586939858588,0.95640802092415,0,-1.0,0.2645456004273479,0.5728113572811357,0,-1.0,0.203368552144258,1.4344557044785877,0,-1.4969574036511157,0.39663081443263537,6.909730317490254,7.061994584511224,5.6157818917410145,6.400694631986432,2024-12-28
0.8847050983005664,0,-0.5965665236051502,0.18281172099716445,0.8024961681629078,0,-0.7911111111111111,0.20965277068423024,0.9557845031122558,0,-0.39805825242718446,0.2275589779702612,0.5926737009755126,0,-0.5784313725490197,0.17437460436183683,1.433522910183496,0,-0.5961227786752827,0.34128263350052646,6.803245750446033,7.0835239769196745,4.909768203462397,5.829810221934926,2025-01-02
0.9237788513150832,0,-0.5619834710743802,0.18150397454966438,0.7991189427312775,0,-0.7828054298642534,0.20949444117544222,0.9620958751393534,0,-0.40063091482649843,0.22713841608147076,0.5886178861788618,0,-0.5967741935483871,0.17442181410525845,1.4429829450451455,0,-0.6000000000000001,0.3406538440370136,6.809549271563785,7.084726008524282,4.943465580696255,5.8304784381630395,2025-01-02
0.9102040816326531,0,-0.6456692913385826,0.17404715595771098,0.7973622963537627,0,-0.7653478854024557,0.19935913766162208,0.9675933822275286,0,-0.3986013986013986,0.20237149583164707,0.5512014787430684,0,-0.6862442040185471,0.15386313619667197,1.451266308518803,0,-0.5968586387434555,0.3035063854055447,5.052823997588753,6.948199440980674,3.002550461304967,4.066679875254162,2025-01-12
0.938198553583169,0,-0.8019323671497585,0.18513725636614875,0.8128744814871716,0,-0.8781575037147102,0.2095875650503165,0.9757306443343018,0,-0.6268656716417911,0.21185800593817594,0.5757103931490852,0,-0.697687535250987,0.15887807992757366,1.4634709048961805,0,-0.9368029739776952,0.3177031418686703,5.054154155194178,6.955625984583537,3.062090606018247,4.052139586204948,2025-01-12
0.9186295503211992,0,-0.5895196506550219,0.15168858718497513,0.7425111536010197,0,-0.7382645803698435,0.16479159483210118,0.9591836734693877,0,-0.3423728813559322,0.1734803463241525,0.49866666666666665,0,-0.6363636363636364,0.1368839164609012,1.4382513661202185,0,-0.5126903553299492,0.26017891415038796,3.948607063703111,6.981402772146872,2.7041735497047275,3.5739112967282756,2025-01-22
0.9504132231404959,0,-0.8055555555555556,0.1644386150574178,0.7466872110939907,0,-0.8876404494382022,0.17555076719865675,1.0,0,-0.6417910447761194,0.18453374263409766,0.5055854908660796,0,-0.7034358047016275,0.14378100219380727,1.499494097807757,0,-0.9602977667493797,0.27672142951178635,3.994989465581077,7.002335811364898,2.7900895841581175,3.5886356712176455,2025-01-22
0.912986156888596,0,-0.533678756476684,0.1359007753689038,0.7800950774421102,0,-0.7424892703862661,0.15421821935394103,0.9757489300998573,0,-0.3935483870967742,0.16603839665652834,0.5075447420750965,0,-0.5787263820853744,0.13786561242350134,1.4634929125434608,0,-0.5893719806763286,0.24901698911928913,3.7176051486367316,6.895250397010416,2.2536144900070187,2.9782042242144113,2025-02-01
0.9048872799078492,0,-0.4557235421166307,0.1319850570360818,0.7746435689100107,0,-0.6631016042780749,0.15016595054807116,0.9669064748201439,0,-0.3021978021978022,0.16202901430032748,0.49859841560024376,0,-0.5822102425876011,0.13577475151433593,1.4502292959266252,0,-0.4526748971193415,0.24300968715398272,3.6597992622157958,6.866103944661126,2.193625364384402,2.9733962645914116,2025-02-01
0.9064748201438849,0,0.11369990680335508,0.0996968189232831,0.7860397302715509,0,-0.06987951807228916,0.12883861483205328,0.9570297776102525,0,0.11141060197663971,0.14348683194193862,0.8391261171797418,0,-0.41583818992115185,0.1621308601671604,1.4354094035616696,0,0.16709713644020213,0.21521583113080964,8.05032883708526,8.533914866680067,7.274721421361163,6.362890917952144,2025-02-21
0.9591836734693877,0,0.1307017543859649,0.1003782450118741,0.7987195902688861,0,-0.12041884816753927,0.13034774741339814,0.9626344593319495,0,0.06716141001855287,0.14553871938198767,0.8444555945810336,0,-0.459111397295557,0.16341906293254985,1.4438154542881403,0,0.10073277061497077,0.21829337109412109,8.060848245860685,8.537403388547052,7.360445700135687,6.381183567294072,2025-02-21
0.8701134930643127,0,-0.171875,0.138002442302891,0.7714387591371011,0,-0.5777777777777777,0.16986073649550354,0.9420935412026726,0,-0.2446881425633996,0.17969518331929413,0.6255707762557078,0,-0.6776929601357082,0.15717831030965132,1.413027916964925,0,-0.3669064748201439,0.2695948176416684,7.061558545168558,8.142072748434565,7.155288587455181,7.890268594204503,2025-03-13
0.8703410887734357,0,-0.4090909090909091,0.13701430798420128,0.8443935926773455,0,-0.6829268292682927,0.18637191429211494,0.942907180385289,0,-0.5517241379310345,0.18650242831360042,0.5777385159010601,0,-0.7547169811320755,0.17152179970140266,1.4142369319674284,0,-0.8205128205128206,0.2797910170362445,7.5398418735905395,8.193429215073412,7.264128089769944,7.106211270089034,2025-03-18
1.0,0,-0.24324324324324326,0.16749647239263138,0.7399293286219081,0,-0.7731343283582089,0.2905611215441197,0.9479084451460142,0,-0.4492753623188406,0.26302224091265414,0.805934242181235,0,-0.7185185185185186,0.18646026309534025,1.421301775147929,0,-0.6690647482014389,0.3947333140995982,4.069151634361415,5.951141851715895,4.397274851535443,7.5732612574041624,2025-04-02
1.0,0,-0.13043478260869565,0.14393020014146413,1.0,0,-0.7244897959183674,0.2905271340456681,1.0,0,-0.47368421052631576,0.2530156351460447,0.8062283737024222,0,-0.7777777777777778,0.19039405083080785,1.4835164835164836,0,-0.7012987012987013,0.3797679772245261,4.089881204790782,6.1215452656009735,4.49241340612434,7.4745624614116615,2025-04-02
0.85949177877429,0,-0.3014354066985646,0.223908692940365,0.7000710732054015,0,-0.5476190476190477,0.2354377779383426,0.8945578231292517,0,-0.34328358208955223,0.24812071832319837,0.7844727694090382,0,-0.6553480475382003,0.2321576792134625,1.3412664683382916,0,-0.5139664804469274,0.3720629454701804,2.010022568889423,4.558115204974063,1.916539437593796,5.572938542561191,2025-05-02
1.0,0,-0.2883435582822086,0.21221707164778766,0.7052533705253371,0,-0.5714285714285714,0.2392440124597485,0.9126133553173948,0,-0.38095238095238093,0.2493170759223836,0.7828863346104725,0,-0.6685714285714286,0.23096532052325713,1.3683559950556243,0,-0.5702970297029704,0.3738451185402869,2.0624033494321656,4.733935383349427,2.080471022226882,5.51259885724239,2025-05-02
1.0,0,-0.20398009950248755,0.1607466621554457,0.7194029850746269,0,-0.5368782161234992,0.22144709366674015,0.9148936170212766,0,-0.30357142857142855,0.20980121361879123,0.7589359933499584,0,-0.6198895027624309,0.21678870645580647,1.371124889282551,0,-0.4543429844097996,0.31465061749296497,2.8157271425384773,6.031662150845247,2.9031093570407305,5.928673709619172,2025-05-22
1.0,0,-0.17525773195876287,0.1517428914123855,0.7013574660633484,0,-0.5772646536412078,0.22101741880690723,0.9149840595111584,0,-0.2543859649122807,0.2080041407904287,0.7628865979381443,0,-0.6359649122807017,0.21653827231231676,1.3721115537848605,0,-0.38074398249452956,0.3119522068396475,2.862942546367005,6.144303259135798,3.0376081911986135,5.915093518463253,2025-05-22
1.0,0,-1.0,0.18887651016560345,1.0,0,-1.0,0.2784569460890246,1.0,0,-1.0,0.2685357426392577,0.8873994638069705,0,-1.0,0.24949607560087922,1.4994188299108873,0,-1.4881889763779528,0.4020631419096948,3.4858745733370258,6.644197673940589,4.340329123469089,6.363304989812033,2025-06-01
1.0,0,-1.0,0.18003916311206575,1.0,0,-1.0,0.280851338410857,1.0,0,-1.0,0.26946735324577775,0.8772378516624041,0,-1.0,0.25175318500001465,1.499648958577112,0,-1.4903225806451612,0.4033305395849746,3.5306211383357944,6.7435172454119225,4.488188317774752,6.343437611958372,2025-06-01
